book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
1869,363,2,11119,221,6,15,2008,142,6
950,361,10,3025,644,5,39,2016,13,2
442,100,5,7057,148,2,21,2009,109,6
540,119,5,27137,250,1,38,2021,198,3
249,136,10,7073,686,9,44,2018,99,7
126,281,8,15778,78,8,3,2010,154,2
260,79,7,28228,168,5,47,2005,154,4
1904,429,1,12996,147,1,48,2015,121,5
1478,125,4,62,101,4,6,2003,55,5
2878,427,8,3362,75,3,49,2008,127,1
1448,179,2,16354,232,2,3,2002,157,2
1287,136,10,23476,260,8,35,2016,64,7
2674,350,8,18329,266,2,35,2020,138,5
2003,97,8,26892,147,1,11,2021,196,5
1137,155,10,29451,693,5,3,2002,86,5
1319,219,6,20211,81,10,46,2013,136,4
2843,233,3,3910,423,10,5,2011,143,1
2036,241,9,6895,79,10,10,2019,66,7
2403,355,1,13854,529,3,10,2002,81,7
319,334,1,14511,289,7,12,2003,169,7
667,211,9,4041,178,1,8,2015,193,2
220,307,6,24336,369,1,14,2017,167,6
2316,296,10,15140,690,9,35,2009,134,1
1127,205,6,24385,422,7,35,2010,51,1
2089,270,9,25171,272,3,1,2005,87,6
2161,96,10,12673,121,1,20,2016,125,3
2213,401,3,29829,163,9,19,2012,14,5
1593,432,8,29212,621,2,49,2015,169,6
1721,381,1,28618,220,7,28,2014,190,6
2423,81,5,15037,436,6,13,2012,8,4
550,10,5,4252,137,4,42,2008,57,6
1862,314,7,3603,654,8,3,2015,21,1
2415,106,7,1200,631,2,30,2014,176,6
1329,276,4,15561,100,2,7,2019,200,5
2863,90,2,24109,118,5,29,2016,54,3
708,112,10,8858,257,9,31,2006,67,4
2167,89,8,19923,671,8,27,2004,75,3
2316,318,1,13915,626,2,20,2018,158,1
1850,28,5,3759,601,6,48,2004,109,4
554,437,6,3682,189,9,43,2007,126,1
384,146,2,13799,405,4,50,2014,112,7
2905,11,1,27222,151,9,29,2015,200,7
298,447,7,15307,284,5,25,2012,42,4
1425,135,6,4932,223,3,43,2018,140,4
586,424,10,22008,315,9,18,2017,183,6
831,298,9,19812,525,7,20,2004,116,2
839,235,6,28696,424,6,22,2012,172,7
575,431,2,26275,258,5,21,2008,68,5
104,188,10,5867,129,1,4,2010,194,6
265,170,7,1518,414,10,28,2006,162,7
2133,190,3,8120,613,10,36,2007,126,5
2633,365,9,24855,356,2,24,2003,132,1
481,95,8,10523,364,8,4,2014,27,1
1990,418,3,4285,590,4,18,2019,41,6
802,301,5,20663,304,9,10,2018,9,5
2656,46,9,4511,452,2,38,2019,187,5
2010,111,3,15392,406,4,15,2019,139,7
1564,18,3,28973,545,1,39,2017,189,3
2089,348,5,27003,334,8,18,2003,84,3
2148,335,10,6733,329,7,35,2001,62,3
2690,380,9,24545,556,5,38,2020,100,7
1786,69,10,13282,160,10,1,2019,105,4
2889,4,2,13496,116,3,2,2007,125,4
581,328,1,5093,83,5,7,2005,199,7
1383,431,8,27375,338,1,27,2019,19,5
1178,373,3,21801,347,5,33,2001,197,4
2970,351,3,14677,494,8,6,2009,166,6
808,240,7,28224,657,10,3,2014,149,2
386,282,1,17990,454,3,11,2008,96,1
1711,159,4,18970,448,1,26,2000,143,3
2926,370,2,25782,546,6,17,2003,24,2
2710,96,5,28958,655,8,11,2000,105,1
473,422,5,12289,156,8,10,2006,46,5
1494,237,2,18107,363,7,50,2021,103,2
2118,329,2,800,408,3,10,2005,129,2
2660,59,8,9138,481,2,15,2014,95,4
286,168,9,29076,403,1,18,2005,172,6
1112,449,1,3232,227,8,31,2009,160,7
1089,246,3,17387,243,3,18,2007,57,2
2353,295,7,18017,365,9,5,2001,6,2
1266,295,5,10891,474,10,8,2008,122,1
2159,107,4,356,671,6,44,2021,186,5
1117,439,8,18870,366,9,27,2000,148,1
747,379,9,19482,583,1,38,2018,126,4
409,54,1,8156,429,4,41,2009,148,6
40,210,8,6742,208,4,20,2001,161,4
776,200,3,8619,232,9,25,2013,139,1
915,80,4,7630,370,5,26,2010,159,1
2197,359,4,12492,622,10,50,2010,84,7
641,443,6,17720,399,5,14,2020,43,3
80,267,3,16823,588,5,24,2010,92,6
1449,174,3,9703,203,2,7,2002,190,6
1394,174,8,5169,463,5,48,2001,98,4
1532,389,10,2383,258,4,2,2003,188,4
2994,354,6,29805,473,10,18,2018,43,2
1452,49,7,25387,395,1,45,2002,99,2
57,410,5,19786,517,5,14,2016,157,2
2773,361,5,21660,464,4,40,2006,1,3
267,396,2,6109,470,10,10,2012,25,7
2729,168,6,25474,443,8,20,2011,157,2
1397,367,10,19414,308,9,26,2014,141,1
2455,330,6,28964,141,7,22,2004,18,4
125,78,8,22268,661,7,39,2013,104,1
2047,351,3,13263,258,1,30,2005,162,3
974,336,2,4639,159,7,11,2007,146,4
2029,357,2,9721,651,10,31,2004,138,6
1298,176,7,19619,540,5,7,2017,71,7
86,231,1,26627,392,10,48,2013,166,4
557,224,8,3645,580,8,22,2018,137,2
1321,299,7,1862,265,1,9,2009,53,1
2734,9,9,22965,516,6,3,2014,199,2
1529,314,7,16008,353,4,17,2009,123,5
2707,272,10,17983,524,5,17,2013,94,3
643,390,1,6616,606,5,10,2005,101,5
1430,303,10,29549,226,4,30,2009,98,4
969,409,5,2040,188,1,40,2001,7,5
1531,252,10,23187,483,10,9,2011,141,3
412,160,9,12141,534,2,35,2016,177,1
2449,30,3,22614,654,1,12,2005,94,2
289,156,8,14995,529,2,45,2008,51,2
414,112,9,11501,124,10,17,2013,46,5
176,178,8,23145,400,5,23,2015,180,6
588,312,8,16289,196,7,47,2011,84,2
2702,431,3,5885,585,6,41,2016,85,2
1916,184,6,1401,332,10,50,2017,77,6
2361,105,7,9626,89,2,2,2019,173,5
107,30,7,28723,393,8,36,2021,18,7
1631,198,4,21091,394,3,5,2007,151,7
729,201,8,23354,596,5,49,2010,60,1
1541,90,6,12859,536,3,41,2004,21,5
1114,136,6,27752,135,3,2,2008,18,7
1455,52,4,25170,387,4,33,2012,77,2
1122,419,6,5907,336,2,45,2004,165,1
1942,111,5,3334,298,7,30,2014,154,1
1897,84,3,25192,497,4,16,2015,79,6
952,284,2,24,610,7,16,2006,175,1
2828,384,8,16373,331,6,13,2012,1,2
2373,311,9,2330,542,9,6,2007,35,2
1089,411,1,12202,161,10,4,2000,105,3
1258,152,3,17018,505,5,19,2002,80,2
2123,242,7,19293,322,6,50,2017,191,7
2229,31,8,20899,153,8,49,2012,188,4
2636,287,6,9619,159,5,26,2000,131,7
2205,43,2,20053,221,8,7,2019,106,4
2108,92,3,43,554,3,27,2015,34,1
2051,23,8,13386,136,3,45,2018,50,1
498,82,5,18010,142,2,46,2009,134,6
1889,113,1,29421,436,2,39,2012,101,7
1809,379,6,22336,375,5,45,2015,69,3
827,20,8,26298,203,10,4,2001,108,1
953,185,10,5557,512,2,25,2000,141,6
2988,152,5,29136,642,5,24,2007,188,3
1510,248,9,26306,191,9,19,2001,161,4
742,343,2,26469,410,4,49,2003,135,7
2226,110,5,14963,688,2,17,2011,93,3
1018,387,10,10438,670,9,43,2015,6,7
2868,98,6,18734,103,5,20,2017,160,5
481,314,3,5274,531,4,7,2016,169,2
140,26,3,22514,277,2,43,2005,62,1
2667,46,7,10405,175,1,47,2005,27,5
2803,278,10,6770,438,5,36,2017,85,1
289,66,2,13078,610,10,18,2017,115,5
2049,137,1,3541,616,1,48,2013,32,3
2378,95,7,8109,144,6,17,2017,167,6
2709,424,6,5868,182,9,44,2008,148,3
2898,9,2,23642,593,2,44,2005,75,2
887,319,2,25826,387,2,11,2010,39,1
1104,209,1,13171,645,7,11,2013,101,6
2211,108,4,19263,595,6,20,2003,158,2
1380,277,3,18394,248,7,27,2017,68,4
944,110,2,10964,176,2,35,2013,170,3
1444,441,9,20802,628,9,19,2004,131,5
399,36,5,14810,606,8,39,2003,34,5
2658,251,2,12735,688,3,29,2000,177,1
1056,347,7,20009,315,9,35,2001,121,5
178,99,5,3945,170,8,14,2016,8,3
598,304,5,17177,651,3,22,2021,186,5
2042,187,6,3453,299,1,17,2005,111,5
2534,247,7,29478,127,2,30,2005,59,5
308,376,9,1739,258,3,10,2019,109,1
88,436,7,15524,200,10,13,2000,180,7
1951,177,4,4110,487,10,48,2020,24,6
1841,267,6,15830,564,7,43,2016,44,2
1896,346,1,26489,672,7,36,2013,153,1
850,218,7,8107,243,9,8,2006,61,7
1360,420,1,4945,677,6,42,2021,95,5
1435,53,10,28580,393,2,35,2019,4,5
1268,387,5,22221,358,9,17,2005,48,3
1853,443,8,1768,359,7,8,2012,70,7
277,339,3,18108,673,1,46,2010,15,7
1501,226,3,28114,433,2,18,2013,190,4
818,413,3,23205,437,10,35,2013,92,2
1730,293,6,28644,487,2,34,2015,78,1
2662,200,10,799,504,9,32,2015,106,5
874,393,2,22976,201,10,17,2014,74,2
816,409,7,23881,512,4,49,2005,166,6
783,83,5,25608,121,7,24,2000,114,7
1583,145,8,27380,168,1,5,2016,148,1
1844,209,3,10915,190,2,4,2010,32,4
1181,24,2,1230,611,6,7,2007,56,5
1111,223,7,5844,83,7,8,2010,199,7
276,247,5,9950,135,2,22,2008,129,4
2335,203,8,1824,478,4,28,2003,89,1
1626,220,8,12110,216,8,24,2007,75,4
2004,63,5,6524,568,8,46,2017,31,6
1000,224,5,3431,578,5,9,2000,158,2
97,363,10,21553,267,5,16,2012,29,5
2181,407,9,10769,228,3,42,2004,150,4
1016,260,6,16859,603,5,9,2013,4,3
2300,330,4,9013,452,5,41,2011,37,4
26,400,9,23711,362,1,11,2009,184,3
1775,373,6,21822,267,1,1,2006,154,4
1595,311,10,16212,384,3,43,2003,81,1
433,152,9,23578,136,3,1,2000,167,7
2389,132,8,17799,166,9,39,2016,11,4
1849,198,1,22749,212,5,16,2021,100,1
1843,447,10,26122,184,1,13,2001,111,6
293,234,6,320,590,3,6,2000,145,3
1352,20,9,15829,222,6,42,2016,89,5
1383,141,6,27959,236,2,4,2010,9,5
834,139,2,17654,380,6,26,2000,127,4
588,389,10,20215,615,5,27,2003,200,1
273,384,2,2482,486,6,32,2012,7,3
2532,27,2,11026,253,9,47,2015,190,5
1959,80,1,27325,205,2,43,2015,10,1
1184,121,3,27005,93,8,6,2015,28,1
73,120,5,28434,444,7,22,2006,55,7
2697,153,2,24849,184,3,44,2017,140,5
2647,9,4,21624,547,3,16,2012,70,6
2280,45,3,25601,541,1,24,2014,160,1
2519,34,7,22197,336,8,28,2000,140,3
2127,115,10,1090,485,4,41,2014,161,5
2447,268,4,17710,364,9,10,2006,120,7
280,31,10,3261,671,8,24,2010,8,3
959,42,2,4979,194,3,45,2013,124,1
89,179,5,3334,295,7,27,2021,88,4
909,112,8,6745,409,1,33,2020,7,4
756,120,7,26788,261,7,30,2010,125,7
2991,390,10,15106,251,9,39,2011,74,4
2158,122,4,12062,641,4,31,2005,175,6
2395,19,10,23785,393,2,21,2021,38,6
1515,95,6,9498,521,6,50,2016,184,3
2142,241,4,27585,237,4,22,2001,34,1
756,103,1,9221,460,6,37,2021,106,1
11,39,5,26013,620,1,26,2015,48,5
1188,7,4,3265,205,4,20,2017,147,4
182,164,4,17922,488,4,49,2010,98,4
2432,211,7,22552,408,5,34,2021,176,5
2281,47,4,1150,579,4,1,2008,72,4
2456,427,6,9998,419,6,2,2017,121,6
942,218,8,4227,270,8,39,2007,126,3
2287,75,4,12645,378,7,42,2004,120,5
1701,100,3,2642,447,1,1,2014,3,1
1427,242,8,26872,328,3,20,2006,195,5
2023,175,6,21023,526,3,4,2004,149,4
2310,227,8,27284,386,7,44,2002,125,5
2121,269,9,1108,630,5,36,2006,198,3
2070,411,3,1400,618,5,24,2009,163,6
1194,24,10,14054,275,4,22,2002,19,5
2937,276,10,22194,262,6,43,2013,32,3
1993,258,8,5929,455,5,13,2021,76,5
771,250,4,18821,361,10,23,2002,137,6
2557,143,9,21431,361,1,42,2014,59,4
2837,41,3,5970,553,8,1,2021,115,2
638,60,2,6671,260,2,9,2019,75,1
2497,258,5,11974,222,2,30,2011,198,5
1228,321,5,18542,403,9,38,2009,162,6
1798,241,9,11724,98,2,16,2009,26,1
1339,190,10,4687,620,8,29,2017,186,7
305,141,7,23367,101,5,49,2010,192,3
1625,9,6,19885,554,9,9,2014,65,6
610,298,2,20790,595,6,43,2004,50,1
1800,395,7,4360,275,3,47,2008,32,3
2530,254,6,25865,241,5,19,2007,193,5
2767,231,8,14283,553,7,5,2010,116,5
2914,345,7,21056,638,8,34,2010,189,1
1490,165,4,217,545,2,48,2007,188,7
2467,210,4,10979,99,2,35,2008,42,1
886,403,7,22216,256,6,3,2011,172,3
2395,283,8,2807,437,6,15,2016,30,4
47,180,7,2189,142,1,36,2009,92,4
2153,164,4,29868,430,10,22,2015,72,4
1246,53,6,10898,268,10,39,2016,192,2
1704,276,8,28071,183,7,29,2013,99,1
1684,331,3,16287,282,7,47,2014,71,3
196,388,4,13067,608,9,4,2016,10,5
2035,245,1,7813,676,5,33,2021,138,1
194,116,3,8213,125,2,5,2016,51,6
1120,182,10,2176,613,7,45,2007,90,4
2244,9,4,24211,481,2,6,2005,94,2
1111,204,6,19305,666,9,23,2008,141,2
1661,198,3,1561,276,9,13,2014,23,1
1050,189,2,14707,642,8,10,2007,116,1
957,155,2,28147,292,1,11,2017,173,5
840,135,6,9670,326,10,9,2020,26,6
1383,97,10,28023,627,5,7,2001,84,1
2289,95,1,9905,168,7,40,2020,194,5
1982,280,3,12156,313,1,36,2021,173,2
2250,345,7,5787,139,10,20,2021,73,1
1256,437,6,1956,640,9,10,2000,90,4
2341,340,3,8433,94,7,10,2013,15,1
1455,370,10,8986,225,4,25,2004,174,3
2349,350,10,10994,662,4,42,2006,28,5
2111,259,3,16006,644,10,5,2004,40,1
639,180,9,22673,426,3,45,2016,158,4
1785,302,10,25830,411,10,26,2005,95,6
243,377,1,3309,530,4,34,2020,150,3
1770,286,9,23725,321,3,4,2019,2,5
2698,161,4,14127,549,5,23,2019,84,1
535,251,8,27417,397,7,28,2017,54,1
2031,152,2,9445,680,4,41,2012,12,1
1457,415,4,19527,275,10,11,2007,53,2
1390,116,3,25776,647,3,45,2012,134,6
1763,145,9,16678,126,8,19,2004,124,3
2596,221,6,21539,291,6,39,2006,121,2
1005,233,10,4386,574,7,46,2003,53,1
831,416,10,17045,435,4,18,2001,80,1
147,433,5,1444,517,6,34,2021,149,5
2371,131,3,955,508,10,40,2002,88,6
2533,229,4,8439,79,9,23,2007,96,6
1256,104,6,10766,409,1,30,2002,24,1
1017,347,10,20393,405,3,29,2019,81,7
29,47,8,22847,581,2,39,2017,89,6
429,231,3,18293,85,10,29,2017,16,6
1642,19,1,28992,700,3,9,2017,93,7
1662,189,9,12746,185,5,33,2003,22,3
2973,246,8,21690,628,6,50,2009,72,5
1137,199,6,5491,496,10,30,2015,155,5
802,89,6,3073,565,2,24,2021,145,2
930,225,10,7556,671,2,22,2003,173,2
2720,73,1,10436,251,5,31,2018,53,7
833,338,1,19502,507,3,36,2005,165,6
289,206,2,16033,621,7,20,2006,32,1
2114,330,5,7648,345,8,34,2005,190,6
778,348,9,26741,89,7,18,2001,60,3
2661,325,1,29596,301,3,17,2003,109,4
843,449,6,1671,99,2,35,2018,72,6
2072,201,3,8388,405,9,36,2017,29,4
2429,122,4,8654,633,9,39,2015,65,5
2061,407,7,6901,609,10,27,2013,100,6
767,285,5,12454,367,4,26,2005,139,6
99,5,3,16685,170,2,7,2006,36,5
2213,384,4,17953,556,8,41,2007,149,5
137,96,7,18228,634,6,10,2006,93,5
2433,58,4,19201,641,4,25,2012,72,3
397,330,8,6995,457,2,42,2014,135,2
2579,379,10,17722,364,6,1,2018,191,1
2658,385,1,6957,173,6,33,2017,70,3
2612,99,8,12086,349,8,39,2010,87,3
2348,156,4,8157,172,10,36,2011,194,4
1714,357,2,911,85,3,39,2005,177,4
1402,324,9,2312,266,10,31,2018,89,4
1534,371,5,18784,134,6,15,2018,171,2
717,349,9,21531,411,7,50,2015,133,6
1428,354,10,13759,311,1,18,2008,186,1
240,223,8,11680,326,6,3,2019,128,1
2237,232,7,11302,688,8,22,2020,164,2
1989,19,5,27438,238,7,11,2009,154,6
2244,160,6,6192,437,1,34,2002,196,2
1985,127,7,5320,461,6,14,2004,174,6
1907,213,6,28585,665,3,33,2008,24,6
2568,303,4,5330,93,3,8,2016,158,6
671,383,10,8729,311,5,50,2001,116,4
1499,431,7,12868,80,3,22,2000,176,7
226,336,2,10258,217,10,36,2010,164,3
1076,10,6,28779,356,2,21,2003,10,7
2104,320,6,7218,150,3,20,2020,176,4
2640,253,1,1358,355,5,16,2014,130,4
1681,365,6,19888,121,3,9,2020,69,1
1721,92,8,697,421,3,24,2007,52,1
2128,368,6,18408,102,4,37,2011,178,3
2686,400,6,25544,467,4,4,2013,13,4
9,98,10,25108,363,8,50,2004,112,7
1015,275,7,27043,574,1,41,2004,65,7
2692,71,8,4451,568,1,35,2008,155,5
659,401,7,8520,266,8,14,2009,64,1
2320,253,4,2500,447,5,9,2001,9,6
901,49,8,15210,174,10,35,2020,18,6
2622,70,6,7642,613,3,25,2001,96,5
2574,301,6,9521,140,8,42,2012,12,6
1063,261,8,15408,249,6,9,2021,157,6
1505,246,5,29586,619,8,26,2015,164,3
2674,305,7,3945,657,4,35,2017,32,2
807,94,9,21411,242,10,26,2008,17,2
157,123,7,21678,335,9,46,2009,129,4
1655,87,1,20567,511,5,7,2003,118,5
417,282,7,9197,609,3,19,2011,154,4
895,190,3,4719,105,10,29,2018,89,2
871,153,6,19493,324,5,14,2003,111,1
48,166,8,13983,404,8,15,2010,86,4
2620,278,1,19528,691,1,33,2011,53,2
5,12,9,16557,482,2,31,2003,124,4
2244,443,5,21565,523,10,18,2009,67,3
1126,435,6,14259,228,1,36,2021,87,2
2353,81,8,16544,673,5,49,2011,109,6
1739,63,1,16275,439,4,10,2016,189,4
2222,213,2,11160,360,6,19,2012,174,4
704,57,4,21489,290,7,43,2013,129,2
2214,306,2,10767,444,8,11,2000,45,4
1031,51,7,18497,310,9,13,2019,170,4
2491,267,5,11893,470,4,37,2009,193,6
783,73,6,3833,554,5,22,2003,122,3
146,324,9,26296,140,7,29,2003,9,3
1707,146,6,24822,269,8,23,2006,20,3
1475,442,7,27737,187,6,46,2008,110,3
1019,226,8,19586,670,4,34,2013,187,6
371,31,5,15992,434,10,14,2012,79,2
1635,51,10,21457,689,2,22,2013,190,7
2335,264,8,12749,507,7,39,2006,166,3
2231,388,9,6557,281,10,5,2000,7,2
964,163,7,17708,153,3,5,2003,155,6
2073,358,8,2082,197,4,27,2015,137,2
1003,36,7,27365,512,7,46,2010,179,6
2593,404,10,21024,252,2,31,2008,158,7
858,422,2,16539,282,9,39,2008,189,3
281,302,5,22694,296,7,7,2020,170,7
1984,334,8,15576,460,9,47,2006,142,6
759,221,4,21824,684,10,37,2016,75,4
2924,109,8,10300,644,8,12,2003,148,1
2066,163,4,29701,199,2,49,2008,15,4
1877,407,3,7202,662,4,14,2021,162,4
1414,377,2,20468,539,2,28,2007,89,4
423,120,10,17578,518,10,27,2014,133,6
2721,448,6,5801,441,2,37,2008,157,7
1176,419,4,27277,94,1,9,2014,65,4
2104,363,8,23957,344,7,3,2018,30,7
784,334,9,7878,308,4,23,2006,136,2
1825,370,8,25505,546,8,12,2004,34,5
2122,346,9,15959,595,9,5,2009,99,6
1801,90,4,11069,517,4,21,2018,93,6
2621,119,8,7201,214,8,23,2019,154,6
383,218,4,3760,485,3,10,2001,28,5
1341,445,2,14851,635,2,17,2020,113,6
929,165,6,20193,102,10,23,2006,192,2
1977,176,4,23799,252,1,22,2010,102,6
2639,239,6,26369,325,8,48,2017,123,7
2973,344,7,21539,612,8,34,2004,52,6
603,248,2,17577,217,2,35,2000,148,1
2774,443,10,22088,170,4,28,2012,172,6
2639,131,8,25775,635,8,36,2001,57,5
2935,116,2,7038,487,5,17,2011,85,7
2649,180,8,28258,480,5,13,2020,90,3
1424,400,8,13270,556,3,40,2012,141,5
1684,370,5,6772,413,7,31,2020,61,7
1548,359,10,3467,264,6,36,2001,71,7
1755,60,5,15775,385,10,47,2017,153,5
329,195,8,29109,659,4,11,2015,169,6
1403,324,10,17181,468,8,8,2014,14,3
871,203,5,11610,481,5,39,2013,183,5
1481,226,6,23554,168,5,19,2007,116,7
2163,164,9,7142,677,2,5,2021,126,4
2563,369,10,28232,507,7,5,2008,124,3
169,64,5,23829,553,6,24,2014,195,6
2089,16,5,19941,219,7,18,2018,17,1
1035,104,6,6175,484,6,3,2001,37,3
849,46,2,24218,391,8,29,2018,67,6
2546,450,6,2667,175,3,9,2018,58,5
1962,37,2,11762,392,5,31,2012,154,1
2732,106,5,23677,427,5,18,2009,27,7
2102,263,2,17419,571,3,39,2009,108,5
1485,430,7,20990,96,10,40,2021,185,4
1080,289,4,13640,84,10,17,2019,164,2
2317,271,3,2577,522,9,5,2006,68,6
1755,81,8,4686,184,7,34,2020,178,5
1294,38,10,28110,667,10,41,2017,194,4
1773,28,6,4142,78,10,30,2011,37,2
39,329,7,29462,583,4,35,2009,199,3
1913,396,1,10271,268,8,38,2009,55,3
2648,418,3,25858,533,2,13,2020,60,3
1265,352,8,3369,359,7,46,2010,66,5
1775,349,4,6526,503,9,20,2002,113,4
3,207,1,13162,649,10,3,2006,199,7
1889,166,3,6001,302,2,11,2019,15,7
866,158,4,12684,167,5,28,2020,142,4
1148,170,3,660,599,9,43,2002,29,7
734,420,6,3618,602,1,7,2001,114,7
122,308,7,4360,294,7,36,2009,4,6
2954,159,6,19452,107,1,18,2006,164,7
1137,338,6,21311,636,7,30,2008,11,7
1638,350,6,16082,337,5,1,2020,96,5
2397,310,9,22699,376,9,5,2006,178,3
25,69,4,3442,664,1,24,2012,44,7
824,320,1,472,619,4,16,2021,196,7
2248,64,10,25552,135,1,35,2001,33,2
402,378,2,14508,601,8,12,2004,66,1
2002,369,2,26901,460,2,22,2021,41,3
928,272,4,16881,172,6,2,2020,111,6
582,384,8,20343,355,2,22,2002,116,5
1286,373,1,22795,435,5,13,2012,192,2
2505,121,4,4154,197,10,36,2005,94,5
2441,46,3,24739,327,3,28,2020,100,3
1936,321,5,7585,591,8,12,2016,147,4
1649,17,5,3162,419,6,38,2018,189,3
1016,266,2,16540,530,8,32,2000,121,4
1480,375,4,868,485,7,14,2004,166,2
2190,444,7,24314,341,1,43,2014,91,4
2600,340,5,26140,177,9,41,2015,52,4
475,182,8,251,361,5,45,2012,184,2
435,297,10,17653,269,5,45,2002,84,4
144,226,2,11818,120,5,11,2021,77,7
1467,389,9,10776,287,2,39,2021,127,4
2297,272,5,5504,549,10,26,2004,52,1
1346,333,8,27154,532,5,10,2008,134,3
99,83,10,19520,635,9,14,2001,37,4
1311,355,6,18035,565,9,4,2010,53,7
1630,301,5,27847,501,7,33,2003,60,6
520,324,4,2014,209,2,15,2004,75,5
2386,56,1,5231,461,4,2,2004,180,4
283,439,8,16032,501,5,39,2006,10,3
918,261,3,21362,230,1,21,2008,184,3
1949,67,1,23524,596,9,2,2021,140,1
2897,447,7,747,148,1,18,2000,172,7
1764,310,4,2816,77,9,3,2003,161,5
595,91,2,13675,425,8,8,2009,31,2
1459,32,1,24770,552,2,14,2007,122,4
2068,125,1,9293,428,6,39,2009,90,3
2874,117,8,17981,541,9,47,2004,107,1
2096,416,1,27575,290,6,15,2013,91,3
1982,238,10,17807,261,2,38,2020,40,4
1583,173,1,21094,264,3,48,2001,95,2
954,297,2,28328,194,10,43,2014,3,1
456,317,2,9424,410,1,19,2013,128,1
2769,135,5,17702,526,9,27,2006,121,7
2844,172,9,28759,575,4,29,2006,81,6
1261,45,4,7392,321,9,44,2010,197,6
507,133,2,19583,581,6,1,2010,73,5
1998,391,10,25071,202,10,50,2010,6,2
1718,365,7,21836,485,1,20,2004,57,3
439,58,1,25105,672,5,40,2020,143,3
2844,261,9,21676,249,4,11,2013,193,1
2791,302,5,23847,680,5,45,2004,70,7
1783,432,7,939,442,4,1,2004,94,6
384,70,1,5598,261,4,36,2015,86,5
775,249,1,26519,170,9,8,2009,165,7
211,27,9,18439,680,8,22,2007,106,4
2009,390,5,6454,217,3,1,2008,120,3
135,337,3,16205,655,9,19,2001,9,4
828,401,6,280,481,6,25,2009,16,5
208,228,2,29104,95,3,44,2014,39,2
959,93,9,7986,388,3,50,2011,127,4
2499,174,6,8356,269,3,5,2013,96,1
1455,373,1,16913,173,5,30,2002,136,1
1097,88,7,2099,244,8,43,2010,176,5
2660,278,10,17897,203,8,21,2015,92,7
1356,236,3,25970,160,1,25,2016,195,2
500,175,4,10763,319,3,8,2016,54,6
2025,392,7,25482,575,2,23,2013,38,6
2396,103,7,10231,602,5,47,2004,41,7
2404,74,2,13293,238,2,20,2019,144,3
957,343,6,11920,523,6,14,2018,155,4
2313,113,8,2612,230,1,27,2019,188,5
1045,109,1,28271,225,2,44,2001,200,7
1888,240,3,26826,222,2,5,2019,182,7
969,62,10,17105,282,6,35,2019,79,1
1312,109,4,12549,187,5,5,2009,91,2
2752,116,2,29851,518,2,25,2006,89,6
940,68,1,21949,121,7,16,2012,110,1
2908,53,1,9271,448,3,18,2015,93,4
320,90,6,14706,128,6,1,2010,56,3
1589,262,8,11705,102,6,34,2003,10,6
1720,134,2,8369,500,9,8,2015,2,5
2585,80,5,532,128,9,8,2007,196,2
2415,162,3,22853,233,9,45,2002,155,3
2403,22,5,22758,305,5,30,2018,185,6
1783,385,2,17957,157,5,9,2014,70,1
710,68,8,12822,407,5,31,2001,99,5
323,346,9,14909,231,4,9,2007,26,4
832,24,8,7038,265,8,38,2020,7,6
1424,287,10,25446,284,4,41,2009,79,2
872,398,6,6190,502,4,47,2011,175,7
1515,348,2,840,306,1,43,2019,23,5
285,60,2,13937,681,10,11,2010,196,1
2982,190,6,18637,413,2,42,2016,70,5
1964,214,3,14768,615,8,21,2018,7,2
268,217,6,24550,592,6,30,2018,2,2
253,405,9,25760,675,2,40,2016,161,3
2106,340,6,14316,496,4,43,2017,84,5
2515,378,7,9317,484,2,47,2007,38,3
1075,389,8,18898,440,5,46,2000,9,2
2337,35,7,3738,514,9,42,2007,195,5
1851,263,1,20621,262,9,50,2019,149,4
115,388,9,2778,88,9,17,2004,18,7
64,102,1,17179,299,9,45,2010,40,1
1418,435,3,29472,386,3,42,2007,72,4
524,259,4,9306,113,5,21,2018,102,2
2053,105,5,9258,419,7,27,2002,176,3
2316,179,4,5242,398,4,30,2017,195,6
422,176,8,16885,439,2,9,2021,61,6
1804,69,1,14861,606,6,12,2004,21,1
1900,360,5,18454,460,5,37,2007,6,6
1674,26,6,15920,392,5,30,2013,109,7
2442,282,9,28834,652,7,46,2019,147,7
2369,30,8,23487,264,8,20,2006,56,6
2836,184,9,15274,448,10,21,2017,160,5
2523,75,6,25333,447,9,30,2002,177,7
1742,91,5,10569,683,3,18,2008,162,4
1236,249,8,21747,496,4,39,2008,2,2
2134,101,2,1691,113,5,26,2018,89,5
2335,112,1,22848,565,2,13,2006,180,6
1986,147,9,4443,295,6,47,2013,10,7
807,66,10,14936,613,7,28,2006,154,3
2582,418,1,17305,617,3,11,2006,187,5
1262,409,8,20508,587,9,32,2007,88,4
1531,280,7,17415,187,5,47,2003,139,7
47,201,5,19511,698,3,44,2019,12,4
1371,63,3,13437,201,6,14,2013,31,6
2842,73,1,16048,178,6,40,2001,13,2
2783,282,2,24283,512,7,40,2000,144,6
993,177,1,23805,207,3,42,2008,145,1
245,165,10,9358,102,3,43,2016,172,1
2444,298,9,5956,498,4,39,2012,87,6
540,106,3,14694,465,7,15,2014,42,6
2802,91,6,6820,273,4,42,2017,26,1
2763,91,8,10500,317,2,8,2007,88,3
2014,179,5,19695,381,1,13,2017,37,1
2257,232,10,24610,698,7,20,2007,38,6
